#BPM,194
#OFFSET,0
#MUSIC,Assets/music/Hydrophilic_Star.wav
0.773196,0,0
1.39175,4,0
1.85567,1,0
1.85567,3,0
2.01031,1,0
2.01031,3,0
2.31959,1,0
2.31959,3,0
2.47423,1,0
2.47423,3,0
2.7835,1,0
2.93814,3,0
3.09278,2,0
3.09278,0,0
3.24742,1,0
3.40206,1,0
3.40206,1,0
3.5567,0,0
3.5567,4,0
3.86598,0,0
4.02062,1,0
4.17526,2,0
4.3299,3,0
4.79381,2,0
4.94845,4,0
5.25773,0,0
5.25773,2,0
5.56701,3,0
5.72165,2,0
5.87629,1,0
6.03093,0,0
6.18557,1,0
6.34021,2,0
6.49484,3,0
6.64948,4,0
6.80412,1,0
6.95876,1,0
7.26804,2,0
7.42268,2,0
7.73196,0,0
7.73196,1,0
7.8866,2,0
8.04124,3,0
8.19588,4,0
8.35052,3,0
8.81443,2,0
9.27835,2,0
9.27835,0,0
9.74227,1,0
9.74227,3,0
9.89691,3,0
9.89691,1,0
10.2062,2,0
10.3608,3,0
10.3608,1,0
10.5155,2,0
10.6701,0,0
10.8247,1,0
10.9794,2,0
11.134,3,0
11.2887,4,0
11.4433,3,0
11.5979,2,0
11.7526,0,0
11.7526,4,0
12.2165,4,0
12.2165,0,0
12.3711,1,0
12.3711,3,0
12.6804,1,0
12.6804,3,0
12.8351,2,0
12.9897,1,0
13.1443,0,0
13.4536,1,0
13.6082,2,0
13.7629,3,0
13.9175,4,0
14.2268,3,0
14.6907,1,0
14.8454,2,0
15.3093,0,0
15.4639,1,0
15.6186,2,0
15.7732,3,0
15.9278,4,0
16.0825,3,0
16.2371,2,0
16.3918,1,0
16.5464,0,0
16.701,3,0
16.701,1,0
17.1649,2,0
17.3196,2,0
17.6289,1,0
17.6289,3,0
17.7835,2,0
17.9381,3,0
18.0928,4,0
18.2474,3,0
18.4021,2,0
18.5567,1,0
18.7113,0,0
18.866,1,0
19.1753,1,0
19.1753,3,0
19.6392,2,0
20.1031,1,0
20.1031,3,0
20.2577,2,0
20.4124,3,0
20.567,4,0
20.7216,0,0
20.8763,1,0
21.0309,2,0
21.1856,3,0
21.3402,4,0
21.4948,1,0
21.4948,2,0
22.1134,1,0
22.1134,3,0
22.4227,4,0
22.4227,2,0
22.5773,4,0
22.5773,2,0
23.0412,1,0
23.0412,2,0
23.5052,2,0
23.5052,0,0
23.6598,1,0
23.8144,2,0
23.9691,1,0
23.9691,3,0
24.1237,4,0
24.5876,1,0
25.0515,2,0
25.2062,3,0
25.3608,2,0
25.5155,1,0
25.6701,0,0
25.8247,1,0
25.9794,2,0
26.134,3,0
26.2887,4,0
26.4433,3,0
26.5979,1,0
27.0619,1,0
27.0619,2,0
27.5258,2,0
27.8351,3,0
27.8351,1,0
28.299,2,0
28.299,1,0
28.7629,2,0
28.7629,3,0
29.0722,0,0
29.0722,3,0
29.5361,1,0
29.5361,2,0
30,1,0
30.1546,2,0
30.3093,1,0
30.4639,4,0
30.6186,3,0
30.7732,2,0
30.9278,1,0
31.0825,0,0
31.2371,1,0
31.3918,2,0
31.5464,1,0
31.5464,3,0
32.0103,2,0
32.4742,3,0
32.4742,0,0
32.4742,1,0
32.9381,4,0
32.9381,2,0
33.2474,3,0
33.2474,1,0
33.7113,1,0
33.7113,2,0
34.1753,4,0
34.1753,1,0
34.1753,0,0
34.6392,1,0
34.6392,3,0
34.9485,2,0
35.4124,2,0
35.567,1,0
35.7216,2,0
35.8763,4,0
36.0309,3,0
36.1856,2,0
36.3402,1,0
36.4948,0,0
36.6495,3,0
37.1134,1,0
37.1134,3,0
37.5773,2,0
37.8866,1,0
37.8866,3,0
38.1959,0,0
38.1959,4,0
38.6598,1,0
38.6598,4,0
38.9691,3,0
39.433,2,0
40.0515,0,0
40.2062,1,0
40.3608,2,0
40.5155,3,0
40.6701,4,0
40.8247,3,0
40.9794,2,0
41.134,1,0
41.2887,0,0
41.4433,3,0
41.7526,2,0
41.7526,0,0
41.9072,0,0
41.9072,2,0
42.3711,1,0
42.5258,2,0
42.6804,3,0
42.9897,2,0
43.1443,1,0
43.299,0,0
43.299,3,0
43.299,4,0
43.6082,2,0
43.7629,3,0
43.9175,0,0
43.9175,4,0
43.9175,1,0
44.0722,3,0
44.2268,2,0
44.3814,3,0
44.5361,2,0
44.6907,3,0
44.8454,2,0
45,3,0
45.1546,2,0
45.3093,3,0
45.4639,2,0
45.6186,1,0
45.6186,3,0
45.7732,0,0
45.9278,1,0
46.0825,2,0
46.2371,3,0
46.3918,1,0
46.3918,0,0
46.3918,2,0
46.5464,3,0
46.701,2,0
46.8557,1,0
47.0103,0,0
47.1649,1,0
47.3196,2,0
47.4742,1,0
47.6289,2,0
47.7835,3,0
47.9381,2,0
48.0928,1,0
48.2474,2,0
48.2474,3,0
48.2474,0,0
48.4021,1,0
48.5567,2,0
48.7113,3,0
48.866,0,0
48.866,2,0
48.866,1,0
49.0206,3,0
49.1753,2,0
49.3299,1,0
49.4845,2,0
49.6392,0,0
49.6392,3,0
49.7938,1,0
49.7938,2,0
49.9485,0,0
50.1031,2,0
50.1031,3,0
50.1031,1,0
50.2577,0,0
50.4124,1,0
50.567,2,0
50.7216,3,0
50.8763,2,0
51.0309,1,0
51.1856,2,0
51.3402,3,0
51.3402,1,0
51.6495,0,0
51.6495,2,0
51.9588,0,0
51.9588,2,0
52.268,0,0
52.268,3,0
52.268,1,0
52.5773,2,0
52.5773,0,0
52.8866,0,0
52.8866,1,0
53.1959,0,0
53.1959,2,0
53.5052,3,0
53.5052,1,0
53.5052,0,0
53.8144,0,0
53.8144,2,0
54.1237,0,0
54.1237,1,0
54.433,2,0
54.433,0,0
54.7423,1,0
55.0515,0,0
55.0515,2,0
55.3608,1,0
55.3608,3,0
55.6701,1,0
55.6701,2,0
55.9794,0,0
55.9794,2,0
56.2887,0,0
56.2887,2,0
56.5979,1,0
56.5979,3,0
56.9072,2,0
56.9072,0,0
57.2165,1,0
57.2165,3,0
57.5258,2,0
57.5258,0,0
57.835,1,0
57.835,3,0
58.1443,0,0
58.1443,2,0
58.4536,1,0
58.4536,3,0
58.7629,2,0
58.7629,0,0
59.0722,1,0
59.0722,3,0
59.3814,2,0
59.3814,0,0
59.6907,1,0
59.6907,3,0
60,2,0
60.3093,1,0
60.3093,3,0
61.2371,1,0
61.2371,0,0
61.3918,2,0
61.5464,3,0
61.701,4,0
61.8557,2,0
62.0103,1,0
62.1649,0,0
62.3196,2,0
62.4742,3,0
62.6289,4,0
62.7835,2,0
62.9381,1,0
63.0928,0,0
63.2474,2,0
63.4021,3,0
63.5567,4,0
63.7113,3,0
63.866,2,0
64.0206,1,0
64.1753,0,0
64.3299,1,0
64.4845,2,0
64.6392,3,0
64.7938,2,0
64.9484,1,0
64.9484,3,0
65.2577,1,0
65.2577,3,0
65.4124,1,0
65.4124,3,0
65.8763,1,0
65.8763,2,0
