#BPM,186
#OFFSET,0
#MUSIC,Assets/music/sousouzenya.wav
1.29032,0,0,0
1.29032,2,0,0
1.93548,1,0,0
1.93548,3,0,0
2.58065,2,0,0
2.58065,4,0,0
2.90323,1,0,0
3.22581,2,0,0
3.54839,1,0,0
3.87097,3,0,0
4.19355,1,0,0
4.35484,3,0,0
4.51613,2,0,0
4.83871,1,0,0
6.45161,1,0,0
6.45161,3,0,0
6.77419,4,0,0
7.09677,2,0,0
7.09677,0,0,0
7.41935,3,0,0
7.74194,1,0,0
8.06452,3,0,0
8.3871,1,0,0
8.70968,0,0,0
8.70968,3,0,0
9.03226,4,0,0
9.35484,3,0,0
9.67742,2,0,0
10,1,0,0
10.3226,0,0,0
10.3226,3,0,0
10.6452,1,0,0
10.9677,2,0,0
11.2903,3,0,0
11.9355,1,0,0
11.9355,3,0,0
12.2581,4,0,0
12.2581,0,0,0
12.5806,0,0,0
12.5806,4,0,0
12.9032,3,0,0
13.2258,2,0,0
13.5484,1,0,0
13.871,0,0,0
13.871,4,0,0
14.1935,0,0,0
14.1935,4,0,0
14.5161,1,0,0
14.8387,2,0,0
15.1613,3,0,0
15.4839,4,0,0
15.8065,3,0,0
16.129,1,0,0
16.4516,2,0,0
16.7742,0,0,0
16.7742,4,0,0
16.9355,1,0,0
17.0968,0,0,0
17.0968,3,0,0
17.2581,1,0,0
17.4194,0,0,0
17.4194,2,0,0
17.5806,1,0,0
17.7419,0,0,0
17.7419,3,0,0
17.9032,1,0,0
18.0645,0,0,0
18.0645,4,0,0
18.2258,1,0,0
18.3871,0,0,0
18.3871,3,0,0
18.5484,1,0,0
18.7097,0,0,0
18.7097,3,0,0
18.871,1,0,0
19.0323,0,0,0
19.0323,2,0,0
19.1935,1,0,0
19.3548,0,0,0
19.3548,3,0,0
19.5161,1,0,0
19.6774,0,0,0
19.6774,4,0,0
19.8387,1,0,0
20,0,0,0
20,3,0,0
20.1613,1,0,0
20.3226,0,0,0
20.3226,2,0,0
20.4839,1,0,0
20.6452,0,0,0
20.8065,1,0,0
20.9677,2,0,0
21.129,3,0,0
21.2903,2,0,0
21.4516,3,0,0
21.6129,2,0,0
21.6129,0,0,0
21.7742,3,0,0
21.9355,2,0,0
21.9355,1,0,0
22.0968,3,0,0
22.2581,2,0,0
22.2581,0,0,0
22.4194,3,0,0
22.5806,2,0,0
22.5806,1,0,0
22.7419,3,0,0
22.9032,2,0,0
22.9032,0,0,0
23.0645,3,0,0
23.2258,2,0,0
23.2258,1,0,0
23.3871,3,0,0
23.5484,0,0,0
23.5484,2,0,0
23.7097,3,0,0
23.871,1,0,0
23.871,2,0,0
24.0323,3,0,0
24.1935,2,0,0
24.3548,3,0,0
24.5161,2,0,0
24.6774,1,0,0
24.8387,0,0,0
25,1,0,0
25.1613,0,0,0
25.3226,1,0,0
25.4839,0,0,0
25.6452,1,0,0
25.8064,0,0,0
25.9677,3,0,0
25.9677,2,0,0
26.0484,1,0,0
26.129,2,0,0
26.371,1,0,0
26.4516,2,0,0
