#BPM,186
#OFFSET,0
#MUSIC,Assets/music/sousouzenya.wav
1.29032,0,0,0
1.93548,1,0,0
2.58065,2,0,0
3.22581,3,0,0
3.87097,4,0,0
5.16129,0,0,0
6.45161,2,0,0
7.74194,2,0,0
9.03226,1,0,0
10.3226,1,0,0
11.9355,1,0,0
11.9355,3,0,0
12.9032,2,0,0
14.1935,2,0,0
15.4839,1,0,0
16.7742,1,0,0
17.4194,2,0,0
18.0645,3,0,0
18.7097,1,0,0
19.3548,2,0,0
20,3,0,0
20.6452,2,0,0
21.2903,1,0,0
21.9355,0,0,0
22.5806,2,0,0
23.2258,1,0,0
23.871,0,0,0
24.5161,2,0,0
25.1613,3,0,0
25.8064,4,0,0
26.4516,2,0,0
27.0968,1,0,0
27.0968,3,0,0
28.3871,2,0,0
29.6774,2,0,0
30.9677,2,0,0
32.2581,1,0,0
33.5484,3,0,0
34.8387,2,0,0
36.129,1,0,0
37.4194,3,0,0
38.3871,2,0,0
39.3548,1,0,0
40.3226,2,0,0
41.2903,3,0,0
41.9355,3,0,0
42.5806,3,0,0
43.2258,3,0,0
43.2258,1,0,0
43.871,3,0,0
44.1935,2,0,0
44.5161,1,0,0
44.8387,2,0,0
45.1613,0,0,0
45.4839,1,0,0
45.8064,2,0,0
46.4516,1,0,0
47.0968,3,0,0
47.7419,1,0,0
48.3871,3,0,0
49.0323,1,0,0
49.6774,4,0,0
50.3226,0,0,0
50.9677,3,0,0
51.6129,1,0,0
52.2581,3,0,0
52.9032,2,0,0
53.5484,1,0,0
54.1935,2,0,0
54.8387,3,0,0
55.4839,2,0,0
56.129,1,0,0
56.7742,2,0,0
58.0645,1,0,0
58.0645,3,0,0
59.3548,0,0,0
59.3548,4,0,0
60.6452,1,0,0
60.6452,3,0,0
61.9355,2,0,0
63.2258,0,0,0
63.2258,4,0,0
64.5161,1,0,0
64.5161,3,0,0
65.8064,2,0,0
67.0968,1,0,0
67.0968,3,0,0
68.3871,2,0,0
68.3871,4,0,0
69.6774,1,0,0
70.9677,2,0,0
72.2581,3,0,0
73.5484,2,0,0
74.8387,1,0,0
76.129,2,0,0
77.4193,3,0,0
77.4193,1,0,0
78.7097,3,0,0
80,1,0,0
81.2903,3,0,0
82.5806,1,0,0
83.2258,2,0,0
83.5484,1,0,0
83.871,2,0,0
84.1935,3,0,0
84.5161,2,0,0
84.8387,1,0,0
85.1613,2,0,0
85.4839,3,0,0
85.8064,2,0,0
86.129,1,0,0
86.4516,2,0,0
86.7742,3,0,0
87.0968,2,0,0
87.7419,1,0,0
88.0645,2,0,0
88.3871,3,0,0
88.7097,1,0,0
89.0323,3,0,0
89.3548,1,0,0
89.6774,3,0,0
90,1,0,0
90.3226,3,0,0
90.6452,1,0,0
90.9677,3,0,0
91.2903,1,0,0
91.6129,3,0,0
91.9355,1,0,0
92.2581,2,0,0
92.5806,1,0,0
92.9032,2,0,0
93.2258,1,0,0
93.5484,2,0,0
93.871,1,0,0
94.1935,3,0,0
94.5161,1,0,0
94.8387,2,0,0
95.1613,1,0,0
95.4839,2,0,0
95.8064,1,0,0
96.129,2,0,0
96.4516,1,0,0
96.7742,2,0,0
97.0968,1,0,0
98.7097,1,0,0
98.7097,3,0,0
100.645,1,0,0
101.935,3,0,0
102.581,1,0,0
102.903,3,0,0
103.226,1,0,0
103.548,3,0,0
103.871,2,0,0
104.194,1,0,0
104.516,2,0,0
104.839,3,0,0
105.161,1,0,0
105.484,3,0,0
105.806,1,0,0
106.129,3,0,0
106.452,1,0,0
106.774,2,0,0
107.097,1,0,0
107.419,2,0,0
107.742,1,0,0
108.065,3,0,0
108.387,1,0,0
108.71,1,0,0
109.032,3,0,0
109.355,1,0,0
109.677,3,0,0
110,1,0,0
110.323,3,0,0
110.645,3,0,0
110.968,1,0,0
111.29,3,0,0
111.613,1,0,0
111.935,3,0,0
112.258,1,0,0
112.903,2,0,0
113.548,2,0,0
114.194,1,0,0
114.194,3,0,0
114.839,1,0,0
114.839,3,0,0
115.484,1,0,0
115.484,3,0,0
116.129,1,0,0
116.129,3,0,0
116.774,1,0,0
116.774,3,0,0
