2380,3,0
3280,0,0
3760,1,0
4179,2,0
4520,3,0
4820,3,0
5060,2,0
5400,1,0
5720,1,0
5960,0,0
6640,2,0
6920,1,0
7660,2,0
7980,3,0
8300,3,0
8520,2,0
8840,1,0
9120,1,0
9360,0,0
9700,2,0
9980,1,0
10720,3,0
10980,1,0
11160,3,0
11720,0,0
11940,2,0
12340,1,0
12620,3,0
12820,2,0
13120,0,0
13560,2,0
13820,1,0
14080,2,0
14320,1,0
14600,2,0
14860,1,0
15140,2,0
15400,1,0
15640,2,0
15900,1,0
16200,3,0
18180,2,0
18620,1,0
18940,0,0
19300,2,0
19760,3,0
20160,2,0
20580,1,0
21000,0,0
21520,2,0
21920,2,0
22400,0,0
22840,0,0
23300,3,0
23720,3,0
24180,1,0
24620,1,0
25040,2,0
25440,2,0
25700,0,0
25940,2,0
26780,3,0
27240,3,0
27440,1,0
27660,3,0
27860,2,0
28100,0,0
28320,2,0
28540,3,0
28960,2,0
29140,1,0
29360,2,0
29660,3,0
29840,1,0
30040,3,0
30320,2,0
30580,0,0
30780,2,0
30940,0,0
31140,2,0
31400,1,0
31560,3,0
31780,1,0
31980,2,0
32419,2,0
32640,1,0
32860,3,0
33279,2,0
33540,0,0
33760,2,0
34000,3,0
34240,1,0
34400,3,0
34600,0,0
34820,2,0
35040,0,0
35280,3,0
35520,1,0
35740,3,0
35960,0,0
36140,2,0
36380,1,0
36600,3,0
36840,3,0
37300,3,0
37700,3,0
37880,1,0
38080,3,0
38540,2,0
38800,0,0
38960,2,0
39420,3,0
39620,1,0
39860,3,0
40100,2,0
40320,0,0
40520,2,0
40740,3,0
41120,3,0
41360,1,0
41560,2,0
41940,2,0
42160,0,0
42400,3,0
42800,3,0
43040,1,0
43300,2,0
43700,2,0
43980,0,0
44220,3,0
44620,3,0
44820,1,0
45040,3,0
45260,1,0
45480,3,0
45660,1,0
45860,3,0
46260,2,0
46480,0,0
46720,3,0
46960,1,0
47200,2,0
47400,1,0
47660,3,0
47900,0,0
48120,3,0
48300,0,0
48540,3,0
48780,0,0
48980,3,0
49220,0,0
49420,2,0
49640,1,0
49840,2,0
50060,0,0
50280,2,0
50480,0,0
50740,3,0
50920,1,0
51140,3,0
51400,2,0
51600,0,0
51820,2,0
52020,0,0
52240,3,0
52440,1,0
52640,3,0
52880,2,0
53280,2,0
53740,1,0
54220,1,0
54620,0,0
55020,0,0
55500,3,0
55740,2,0
55940,1,0
56160,0,0
56420,2,0
56840,2,0
57240,0,0
57700,0,0
58140,2,0
58580,1,0
58980,3,0
59180,2,0
59380,0,0
59660,1,0
59860,2,0
60100,3,0
60300,3,0
60520,2,0
60740,0,0
61160,3,0
