#BPM,262
#OFFSET,0
#MUSIC,Assets/music/Arc_Resonance.wav
0.229008,0,0
0.458015,1,0
0.687023,2,0
0.916031,3,0
1.14504,4,0
1.37405,3,0
1.60305,2,0
1.83206,1,0
2.06107,0,0
2.29008,1,0
2.51908,2,0
2.74809,3,0
2.9771,4,0
3.20611,3,0
3.43511,2,0
3.66412,1,0
3.89313,0,0
4.12214,1,0
4.35114,2,0
4.58015,3,0
4.80916,4,0
5.03817,0,0
5.26718,1,0
5.49618,2,0
5.72519,3,0
5.9542,2,0
6.18321,1,0
6.41221,2,0
6.64122,3,0
6.87023,4,0
7.09924,3,0
7.32824,2,0
7.55725,1,0
7.78626,2,0
8.01527,1,0
8.24428,2,0
8.47328,3,0
8.70229,4,0
8.9313,3,0
9.16031,2,0
9.38931,1,0
9.61832,0,0
9.84733,1,0
